facet,value,detector,n,mean,std
sector,Materials,z8,1407,-0.0306212163286536,0.9943901222996036
sector,Materials,z57,1756,0.084345060918623,1.0729664794801814
sector,Real Estate,z1,1257,0.393925889177987,2.008267288140075
sector,Real Estate,z2,1260,0.2116307760019323,2.324337115847227
sector,Real Estate,z3,1195,0.3186939287567087,0.9810594566242103
sector,Real Estate,z4,1263,-0.4740836899429613,0.9544093838378404
sector,Real Estate,z6,1209,0.9666958083629388,2.104079001475676
sector,Real Estate,z8,1038,0.163040101422631,1.059892155266942
sector,Real Estate,z57,1259,-0.0133962971081441,1.0796455954085729
sector,Unknown,z1,63,1.0418612798680609,1.970648553057936
sector,Unknown,z2,65,0.5552123470037054,2.3803386809839453
sector,Unknown,z3,61,-0.0218261037106225,0.6568758476380716
sector,Unknown,z4,65,-0.4720810219719199,0.4763269276337795
sector,Unknown,z6,58,-0.1642540407452409,2.324177830333648
sector,Unknown,z8,47,-0.1005530002323194,0.7142545010869097
sector,Unknown,z57,65,0.2418004142567843,0.941836434129246
sector,Utilities,z1,191,0.2724532156090575,1.6043440885746287
sector,Utilities,z2,191,-1.0315091968773369,2.4035926808597927
sector,Utilities,z3,191,0.0234933414494641,0.8484453292990877
sector,Utilities,z4,191,-0.558816731564653,1.1225090940429758
sector,Utilities,z6,179,0.8359257460132511,2.077701819321912
sector,Utilities,z8,159,-0.1253928421638779,1.0725023215901512
sector,Utilities,z57,191,0.2046738576446066,1.2088619649365582
